time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-01 00:00:00+00:00,2.0,2.0,30,10
2024-05-02 00:00:00+00:00,5.0,2.0,92,10
2024-05-03 00:00:00+00:00,1.0,1.0,31,3
2024-05-04 00:00:00+00:00,1.0,1.0,82,4
2024-05-05 00:00:00+00:00,5.0,2.0,42,6
2024-05-06 00:00:00+00:00,6.0,3.0,5,5
2024-05-07 00:00:00+00:00,5.0,2.0,125,8
2024-05-08 00:00:00+00:00,2.0,2.0,125,11
2024-05-09 00:00:00+00:00,2.0,2.0,46,12
2024-05-10 00:00:00+00:00,1.0,1.0,94,8
2024-05-11 00:00:00+00:00,3.0,3.0,54,9
2024-05-12 00:00:00+00:00,1.0,1.0,62,8
2024-05-13 00:00:00+00:00,6.0,3.0,42,7
2024-05-14 00:00:00+00:00,,,32,4
