time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,3,3,134,11
2024-04-07 00:00:00+00:00,1,1,68,15
2024-04-08 00:00:00+00:00,4,4,186,13
2024-04-09 00:00:00+00:00,2,2,87,10
2024-04-10 00:00:00+00:00,2,2,53,7
2024-04-11 00:00:00+00:00,1,1,40,9
2024-04-12 00:00:00+00:00,1,1,66,7
2024-04-13 00:00:00+00:00,1,1,107,8
2024-04-14 00:00:00+00:00,3,2,12,3
2024-04-15 00:00:00+00:00,1,1,79,11
2024-04-16 00:00:00+00:00,1,1,56,8
2024-04-17 00:00:00+00:00,2,2,48,7
2024-04-18 00:00:00+00:00,5,2,41,3
2024-04-19 00:00:00+00:00,1,1,55,5
