time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-02 00:00:00+00:00,2,2,31,9
2022-09-03 00:00:00+00:00,2,2,3,1
2022-09-04 00:00:00+00:00,1,1,9,6
2022-09-05 00:00:00+00:00,2,2,31,3
2022-09-06 00:00:00+00:00,1,1,46,9
2022-09-07 00:00:00+00:00,1,1,132,7
2022-09-08 00:00:00+00:00,2,2,14,7
2022-09-09 00:00:00+00:00,1,1,21,4
2022-09-10 00:00:00+00:00,2,2,19,4
2022-09-11 00:00:00+00:00,4,4,55,5
2022-09-12 00:00:00+00:00,2,2,3,3
2022-09-13 00:00:00+00:00,1,1,15,4
2022-09-14 00:00:00+00:00,1,1,76,11
2022-09-15 00:00:00+00:00,1,1,19,5
