time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-01 00:00:00+00:00,1,1,149,8
2023-10-02 00:00:00+00:00,3,3,14,4
2023-10-03 00:00:00+00:00,1,1,72,8
2023-10-04 00:00:00+00:00,2,2,119,9
2023-10-05 00:00:00+00:00,2,2,49,8
2023-10-06 00:00:00+00:00,5,3,59,6
2023-10-07 00:00:00+00:00,1,1,211,8
2023-10-08 00:00:00+00:00,2,2,276,11
2023-10-09 00:00:00+00:00,3,3,28,3
2023-10-10 00:00:00+00:00,4,3,62,5
2023-10-11 00:00:00+00:00,1,1,100,12
2023-10-12 00:00:00+00:00,3,3,67,12
2023-10-13 00:00:00+00:00,1,1,176,14
2023-10-14 00:00:00+00:00,1,1,118,9
