time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-06 00:00:00+00:00,1.0,1.0,28,5
2024-03-07 00:00:00+00:00,2.0,2.0,108,11
2024-03-08 00:00:00+00:00,2.0,2.0,179,12
2024-03-09 00:00:00+00:00,2.0,2.0,89,9
2024-03-10 00:00:00+00:00,1.0,1.0,91,7
2024-03-11 00:00:00+00:00,7.0,5.0,73,9
2024-03-12 00:00:00+00:00,1.0,1.0,144,7
2024-03-13 00:00:00+00:00,1.0,1.0,85,10
2024-03-14 00:00:00+00:00,1.0,1.0,98,10
2024-03-15 00:00:00+00:00,1.0,1.0,181,15
2024-03-16 00:00:00+00:00,1.0,1.0,108,10
2024-03-17 00:00:00+00:00,2.0,2.0,15,6
2024-03-18 00:00:00+00:00,2.0,2.0,28,5
2024-03-19 00:00:00+00:00,,,13,3
