time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-24 00:00:00+00:00,9,5,60,6
2026-02-25 00:00:00+00:00,11,7,4,4
2026-02-26 00:00:00+00:00,5,5,25,9
2026-02-27 00:00:00+00:00,13,5,20,3
2026-02-28 00:00:00+00:00,6,6,74,7
2026-03-01 00:00:00+00:00,8,4,18,5
2026-03-02 00:00:00+00:00,15,7,131,5
2026-03-03 00:00:00+00:00,4,4,15,5
2026-03-04 00:00:00+00:00,1,1,7,1
2026-03-05 00:00:00+00:00,9,5,8,3
2026-03-06 00:00:00+00:00,8,4,63,4
2026-03-07 00:00:00+00:00,14,6,33,3
2026-03-08 00:00:00+00:00,14,6,15,2
2026-03-09 00:00:00+00:00,6,4,14,6
