url_path,views_total,views_unique
/JARVIS843/Unity-Tutorial/tree/main/Assets,84,18
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts,77,12
/JARVIS843/Unity-Tutorial,62,36
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Player/PlayerController.cs,58,14
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Player,58,12
/JARVIS843/Unity-Tutorial/tree/main/Assets/_Scripts/Manager,37,4
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources,28,6
/JARVIS843/Unity-Tutorial/blob/main/Assets/_Scripts/Manager/InputManager.cs,25,6
/JARVIS843/Unity-Tutorial/tree/main,19,7
/JARVIS843/Unity-Tutorial/tree/main/Assets/Resources/Character,19,3
