time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-04 00:00:00+00:00,5.0,3.0,148,13
2023-06-05 00:00:00+00:00,4.0,3.0,71,10
2023-06-06 00:00:00+00:00,3.0,2.0,33,6
2023-06-07 00:00:00+00:00,3.0,2.0,190,14
2023-06-08 00:00:00+00:00,3.0,2.0,73,8
2023-06-09 00:00:00+00:00,4.0,3.0,88,6
2023-06-10 00:00:00+00:00,5.0,4.0,60,9
2023-06-11 00:00:00+00:00,3.0,2.0,74,13
2023-06-12 00:00:00+00:00,5.0,4.0,54,5
2023-06-13 00:00:00+00:00,4.0,3.0,54,14
2023-06-14 00:00:00+00:00,3.0,2.0,114,15
2023-06-15 00:00:00+00:00,3.0,2.0,31,7
2023-06-16 00:00:00+00:00,4.0,3.0,117,8
2023-06-17 00:00:00+00:00,,,68,11
