time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-07 00:00:00+00:00,3,2,190,14
2023-06-08 00:00:00+00:00,3,2,73,8
2023-06-09 00:00:00+00:00,4,3,88,6
2023-06-10 00:00:00+00:00,5,4,60,9
2023-06-11 00:00:00+00:00,3,2,74,13
2023-06-12 00:00:00+00:00,5,4,54,5
2023-06-13 00:00:00+00:00,4,3,54,14
2023-06-14 00:00:00+00:00,3,2,114,15
2023-06-15 00:00:00+00:00,3,2,31,7
2023-06-16 00:00:00+00:00,4,3,117,8
2023-06-17 00:00:00+00:00,3,2,68,11
2023-06-18 00:00:00+00:00,3,2,111,10
2023-06-19 00:00:00+00:00,4,3,65,7
2023-06-20 00:00:00+00:00,3,2,122,9
